,Index,company,company_location,review_date,Bean_Country,Bean_Province,cocoa_percent,rating,num_ingredients,cocoa_butter,vanilla,lecithin,salt,sugar,alternative_sweetener,first_taste,second_taste,third_taste,fourth_taste
596,596,Danta,Guatemala,2012,Guatemala,Los Ujuxtes,70.0,3.75,2,No,No,No,No,Yes,No,spicy,,,
597,597,Danta,Guatemala,2012,Madagascar,Sambirano,70.0,3.75,2,No,No,No,No,Yes,No,oily,toffee,hints of fruit,
598,598,Danta,Guatemala,2012,Guatemala,"Oscuro, Finca Chimelb",70.0,3.25,2,No,No,No,No,Yes,No,nutty,ashey,spicy pepper,
599,599,Danta,Guatemala,2012,Venezuela,Chuao,75.0,3.0,4,Yes,Yes,No,No,Yes,No,gummy,fatty,caramel,
600,600,Danta,Guatemala,2014,Guatemala,Los Ujuxtes,82.0,3.25,4,Yes,Yes,No,No,Yes,No,fatty,sunflower,peanutbutter,
601,601,DAR,U.S.A,2016,Blend,"DUO, batch 002, Ecuador, Costa Rica",70.0,3.25,2,No,No,No,No,Yes,No,floral,licorice,roasty,
602,602,DAR,U.S.A,2016,Vietnam,Vietnam,72.0,3.0,2,No,No,No,No,Yes,No,raisins,astringent,,
603,603,DAR,U.S.A,2016,Venezuela,"Venezuela, batch 122",72.0,2.75,2,No,No,No,No,Yes,No,nut,tobacco,burnt,off notes
604,604,Darcis,Belgium,2019,Vietnam,Mekong Delta,70.0,3.25,4,Yes,No,Yes,No,Yes,No,muted,creamy,basic cocoa,
605,605,Darcis,Belgium,2019,Peru,Piura,72.0,3.0,4,Yes,No,Yes,No,Yes,No,muted,creamy,grapes,fatty
606,606,Dark Forest,U.S.A,2015,Venezuela,Ocumare,70.0,3.25,3,Yes,No,No,No,Yes,No,roasty,nutty,sweet,
607,607,Dark Forest,U.S.A,2015,Ecuador,Ecuador,70.0,3.25,3,Yes,No,No,No,Yes,No,bold,floral,rum,
608,608,Dark Forest,U.S.A,2015,Madagascar,Madagascar,70.0,3.0,3,Yes,No,No,No,Yes,No,sweet,strong sour,acidic,
609,609,Dark Forest,U.S.A,2015,Tanzania,Tanzania,70.0,3.0,3,Yes,No,No,No,Yes,No,intense,sweet,brownie,
610,610,Dark Forest,U.S.A,2016,Bolivia,Bolivia,75.0,3.25,3,Yes,No,No,No,Yes,No,mild cherry,fatty,,
611,611,Davis,U.S.A,2012,Blend,West Africa,58.0,3.25,4,Yes,No,Yes,No,Yes,No,nice melt,odd rubber notes,,
612,612,Davis,U.S.A,2013,Dominican republic,Rainforest,70.0,2.75,4,Yes,No,Yes,No,Yes,No,chalky,vanilla,caramel,
613,613,Davis,U.S.A,2013,Venezuela,Venezuela,70.0,2.75,4,Yes,No,Yes,No,Yes,No,fatty,powdery,nut,sl. Burnt
614,614,Davis,U.S.A,2013,Ghana,Ghana,70.0,2.5,4,Yes,No,Yes,No,Yes,No,vanilla,fatty,basic cocoa,
615,615,De Mendes,Brazil,2015,Brazil,"Nativo, Varzea",72.0,3.5,3,Yes,No,No,No,Yes,No,texture issues,brownie,,
616,616,De Mendes,Brazil,2015,Brazil,"Selvagem, Jari",65.0,3.5,3,Yes,No,No,No,Yes,No,one dimensional,brownie,,
617,617,De Villiers,South africa,2016,Madagascar,"Sambirano Valley, batch 2477",70.0,3.0,3,Yes,No,No,No,Yes,No,high roast,fruit,,
618,618,De Villiers,South africa,2016,Uganda,Bundibugyo District,70.0,2.5,3,Yes,No,No,No,Yes,No,high roast,intense,fatty,
619,619,Dean and Deluca (Belcolade),U.S.A,2007,Costa rica,Costa Rica,64.0,3.0,4,Yes,Yes,No,No,Yes,No,dark coffee,cocoa,,
620,620,Dean and Deluca (Belcolade),U.S.A,2007,Ecuador,Ecuador,71.0,3.0,4,Yes,Yes,No,No,Yes,No,cinamon,nutmeg,coffee,
621,621,Dean and Deluca (Belcolade),U.S.A,2007,Ghana,Ghana,60.0,3.0,4,Yes,Yes,No,No,Yes,No,nutty,simple,sweet,
622,622,Dean and Deluca (Belcolade),U.S.A,2007,Papua new guinea,Papua New Guinea,64.0,3.0,4,Yes,Yes,No,No,Yes,No,waxy,tobacco,smokey,
623,623,Dean and Deluca (Belcolade),U.S.A,2007,Peru,Peru,64.0,3.0,4,Yes,Yes,No,No,Yes,No,mild mint,basic cocoa,,
624,624,Dean and Deluca (Belcolade),U.S.A,2007,Madagascar,Madagascar,66.0,2.5,4,Yes,Yes,No,No,Yes,No,sandy,cloying,rich cocoa,
625,625,Debauve & Gallais (Michel Cluizel),France,2008,Venezuela,Venezuela,66.0,3.75,4,Yes,Yes,No,No,Yes,No,fatty,rich cocoa,roasty,
626,626,Debauve & Gallais (Michel Cluizel),France,2009,Papua new guinea,Papua New Guinea,64.0,3.0,4,Yes,Yes,No,No,Yes,No,smokey,chalky,berry,caramel
627,627,Definite,Dominican republic,2018,Dominican republic,Duarte Province,80.0,3.0,2,No,No,No,No,Yes,No,mild bitter,fatty,grassy,
628,628,Definite,Dominican republic,2018,Dominican republic,Duarte Province,70.0,2.5,2,No,No,No,No,Yes,No,dirty,floral,unrefined,
629,629,Definite,Dominican republic,2018,Dominican republic,Elvesia,70.0,2.5,2,No,No,No,No,Yes,No,metallic,dirt/ earthy,,
630,630,Desbarres,Canada,2016,Tanzania,"Kilombero, batch 41",72.0,2.5,2,No,No,No,No,Yes,No,vanilla,chemical,rubber,
631,631,Desbarres,Canada,2019,Guatemala,"Monte Grande, batch 178",72.0,3.0,2,No,No,No,No,Yes,No,smokey,roasty,acidic,rich
632,632,DeVries,U.S.A,2007,Costa rica,Costa Rica,77.0,3.5,2,No,No,No,No,Yes,No,red berry,lingering coffee,,
633,633,DeVries,U.S.A,2007,Dominican republic,Dominican Republic,77.0,3.5,2,No,No,No,No,Yes,No,sticky,woodsy,rum,
634,634,DeVries,U.S.A,2008,Bolivia,Bolivian,80.0,2.75,2,No,No,No,No,Yes,No,intense fruit,bitter ending,,
635,635,Dick Taylor,U.S.A,2011,Ecuador,Ecuador,70.0,3.25,2,No,No,No,No,Yes,No,grassy,tea,late sour,
636,636,Dick Taylor,U.S.A,2011,Dominican republic,La Red,74.0,3.0,2,No,No,No,No,Yes,No,earthy,tart,sour,
637,637,Dick Taylor,U.S.A,2011,Madagascar,Sambirano,80.0,2.75,2,No,No,No,No,Yes,No,sandy,flat,hint of berry,
638,638,Dick Taylor,U.S.A,2011,Venezuela,Mantuano,75.0,2.75,2,No,No,No,No,Yes,No,sticky,very roasty,nutty,
639,639,Dick Taylor,U.S.A,2012,Bolivia,Bolivia,75.0,2.75,2,No,No,No,No,Yes,No,dry,mint,medicinal,
640,640,Dick Taylor,U.S.A,2013,Ecuador,Camino Verde,76.0,3.5,2,No,No,No,No,Yes,No,butter,floral,rum,
641,641,Dick Taylor,U.S.A,2013,Ecuador,"Ecuador, Choc. Garage Exclusive",70.0,3.25,2,No,No,No,No,Yes,No,oily,black pepper,roasty,
642,642,Dick Taylor,U.S.A,2014,Dominican republic,Elvesia,74.0,3.5,2,No,No,No,No,Yes,No,mild fruit and spice,roasty,,
643,643,Dick Taylor,U.S.A,2015,Bolivia,"Alto Beni, Wild Harvest, Limited Ed.",70.0,3.75,2,No,No,No,No,Yes,No,sticky,rich,cherry,
644,644,Dick Taylor,U.S.A,2016,Vietnam,Tien Giang,78.0,3.5,2,No,No,No,No,Yes,No,tropical berry,intense,,
645,645,Dick Taylor,U.S.A,2017,Solomon islands,"Solomon Is.,batch 17158, N.Vela",72.0,4.0,2,No,No,No,No,Yes,No,well defined,creamy,cherry,
646,646,Dick Taylor,U.S.A,2017,Guatemala,Lanquin Estate,70.0,3.75,2,No,No,No,No,Yes,No,blackberry,raisns,,
647,647,Dick Taylor,U.S.A,2017,Brazil,"Fazenda Camboa, Bahia, batch 17009",75.0,3.75,2,No,No,No,No,Yes,No,sticky,roasty nibs,grapes,
648,648,Dick Taylor,U.S.A,2018,Fiji,"Vanua Levu, Matasawalevu",80.0,3.75,2,No,No,No,No,Yes,No,cocoa,tea,malt,
649,649,Dick Taylor,U.S.A,2019,Belize,"Maya Mtn, Toledo",72.0,4.0,2,No,No,No,No,Yes,No,creamy,sticky,dried fruit,
650,650,Dick Taylor,U.S.A,2019,Madagascar,"Akesson P., Sambirano",72.0,3.75,2,No,No,No,No,Yes,No,sticky,dried fruit,toast,cocoa
651,651,Dick Taylor,U.S.A,2020,Blend,"Northerner, Madagascar and Brazil",73.0,3.5,2,No,No,No,No,Yes,No,burnt honey,earthy,,
652,652,Diogo Vaz,Sao tome & principe,2019,Sao tome,"Sao Tome, batch OST-18-01",65.0,3.0,4,Yes,No,Yes,No,Yes,No,complex,sweet,sour,grassy
653,653,Diogo Vaz,Sao tome & principe,2019,Sao tome,"Sao Tome, batch TRI-18-002, trinitario",75.0,3.0,4,Yes,No,Yes,No,Yes,No,bland,fatty,fruit,
654,654,Diogo Vaz,Sao tome & principe,2019,Sao tome,"Sao Tome, unroasted, batch UNR-18-003",70.0,2.75,4,Yes,No,Yes,No,Yes,No,cocoa,raw,dirty,chemical
655,655,Diogo Vaz,Sao tome & principe,2019,Sao tome,"Sao Tome, Grand Cru Plantation, amelonado",75.0,2.5,4,Yes,No,Yes,No,Yes,No,late cocoa,harsh,off notes,
656,656,Doble & Bignall,U.k.,2014,Nicaragua,Johe,72.0,3.5,3,Yes,No,No,No,Yes,No,nutty,caramel,toffee,
657,657,Doble & Bignall,U.k.,2014,Panama,"Panama, Raven",72.0,3.25,3,Yes,No,No,No,Yes,No,mild cherry,earthy,,
658,658,Doble & Bignall,U.k.,2014,Venezuela,"Puerto Cabello, Mantuano",72.0,3.25,3,Yes,No,No,No,Yes,No,fatty,rasin,nutty,
659,659,Doble & Bignall,U.k.,2015,Venezuela,Puerto Cabello,85.0,3.0,3,Yes,No,No,No,Yes,No,intense,spicy,floral,
660,660,Dolfin (Belcolade),Belgium,2006,Blend,Noir,70.0,1.5,3,No,No,Yes,No,Yes,No,acidic,astringent,unpleasant,
661,661,Dolfin (Belcolade),Belgium,2008,Blend,"Africa, West Africa",88.0,3.0,3,No,No,Yes,No,Yes,No,sticky,floral,,
662,662,Domori,Italy,2006,Venezuela,Carenero Superior,70.0,3.5,2,No,No,No,No,Yes,No,creamy,basic cocoa,,
663,663,Domori,Italy,2006,Peru,Apurimac,70.0,3.25,2,No,No,No,No,Yes,No,floral,olive,,
664,664,Domori,Italy,2006,Venezuela,Sur del Lago Classificado,70.0,3.0,2,No,No,No,No,Yes,No,long lasting,fruit,,
665,665,Domori,Italy,2007,Venezuela,Porcelana,70.0,4.0,2,No,No,No,No,Yes,No,creamy,complex,coffee,
666,666,Domori,Italy,2007,Ecuador,Ecuador,70.0,4.0,2,No,No,No,No,Yes,No,creamy,nuts,woody,cocoa
667,667,Domori,Italy,2007,Venezuela,"Ocumare 67, Puertofino",70.0,4.0,2,No,No,No,No,Yes,No,creamy,mint,tobacco,olive
668,668,Domori,Italy,2007,Indonesia,"Java, Javablond",70.0,3.75,2,No,No,No,No,Yes,No,creamy,smokey,tobacco,
669,669,Domori,Italy,2007,Madagascar,Madagascar,70.0,3.5,2,No,No,No,No,Yes,No,fruity,basic cocoa,,
670,670,Domori,Italy,2007,Madagascar,Madagared,70.0,3.5,2,No,No,No,No,Yes,No,smooth,banana,cocoa,
671,671,Domori,Italy,2007,Venezuela,"Ocumare 61, Puertomar",75.0,3.25,2,No,No,No,No,Yes,No,sticky,smoke,ham,earthy
672,672,Domori,Italy,2007,Venezuela,Granella,60.0,3.25,2,No,No,No,No,Yes,No,mild spice,licorice,,
673,673,Domori,Italy,2008,Blend,Ilblend,70.0,3.75,2,No,No,No,No,Yes,No,sticky,olive,,
674,674,Domori,Italy,2008,Blend,Blend No. 1,78.0,3.5,2,No,No,No,No,Yes,No,sticky,grassy,coffee,
675,675,Domori,Italy,2008,Venezuela,"Carupano, H. San Jose",70.0,3.0,2,No,No,No,No,Yes,No,cucumber,hot spices,,
676,676,Domori,Italy,2008,Colombia,Teyuna,70.0,3.0,2,No,No,No,No,Yes,No,creamy,woody,earthy,
677,677,Domori,Italy,2010,Venezuela,"Chuao, Hacienda San Jose",70.0,3.0,2,No,No,No,No,Yes,No,subtle,caramel,sour milk,
678,678,Domori,Italy,2011,Venezuela,"Canoabo, Hacienda San Jose",70.0,3.5,2,No,No,No,No,Yes,No,smooth,intense,smoke,nut
679,679,Domori,Italy,2012,Venezuela,Guasare,70.0,3.75,2,No,No,No,No,Yes,No,creamy,coffee,caramel,
680,680,Domori,Italy,2012,Tanzania,Morogoro,70.0,3.5,2,No,No,No,No,Yes,No,sticky,nutty,,
681,681,Domori,Italy,2015,Ecuador,Hacienda Victoria,70.0,3.75,2,No,No,No,No,Yes,No,floral,well developed,creamy,
682,682,Domori,Italy,2015,Venezuela,Ocumare 77,70.0,3.75,2,No,No,No,No,Yes,No,nutty,strawberry,creamy,
683,683,Domori,Italy,2018,Tanzania,Tanzania,70.0,4.0,2,No,No,No,No,Yes,No,creamy,sticky,fruit,
684,684,Dormouse,U.k.,2015,Colombia,"Colombia, Batch 9",80.0,2.75,3,Yes,No,No,No,Yes,No,bitter,molasses,marshmallow,
685,685,Dormouse,U.k.,2015,Madagascar,"Madagascar, Batch 8",77.0,2.75,3,Yes,No,No,No,Yes,No,fruity,molasses,,
686,686,Dormouse,U.k.,2015,Venezuela,"Rio Caribe, Batch 7",70.0,2.5,3,Yes,No,No,No,Yes,No,burnt rubber,molasses,,
687,687,Dormouse,U.k.,2016,Grenada,Non Pariel Estate,75.0,2.75,3,Yes,No,No,No,No,Yes,licorice,molasses,rubber,
688,688,Dormouse,U.k.,2018,Guatemala,"Verapaz, batch 254",72.0,3.5,3,Yes,No,No,No,No,Yes,near perfect shine,cocoa,,
689,689,Dormouse,U.k.,2018,Peru,"Piura, batch 274",80.0,3.5,2,No,No,No,No,No,Yes,molasses,fruit,,
690,690,Dormouse,U.k.,2018,Philippines,"Kablon Farm, batch 242",71.5,2.75,3,Yes,No,No,No,No,Yes,molasses notes from sugar,,,
691,691,Double Spiral,U.S.A,2019,Dominican republic,Hispaniola,75.0,3.0,2,No,No,No,No,Yes,No,dry,cocoa,grassy,spicy
692,692,Double Spiral,U.S.A,2019,Tanzania,Kokoa Kamili,70.0,2.75,2,No,No,No,No,Yes,No,dry,sour,sweet,mild fruit
693,693,Double Spiral,U.S.A,2019,Dominican republic,Oko Caribe,75.0,2.5,2,No,No,No,No,Yes,No,dry,earthy,walnut,
694,694,Duffy's,U.k.,2010,Ecuador,"Corazon del Ecuador, Calceta beans",72.0,3.75,3,Yes,No,No,No,Yes,No,rich cocoa,fruity,strong floral,
695,695,Duffy's,U.k.,2010,Peru,Star of Peru,70.0,3.75,3,Yes,No,No,No,Yes,No,dark forest berry,spice,,
696,696,Duffy's,U.k.,2010,Panama,Panama,70.0,3.5,3,Yes,No,No,No,Yes,No,caramel and cocoa,,,
697,697,Duffy's,U.k.,2010,Ecuador,Star of Ecuador,70.0,2.5,3,Yes,No,No,No,Yes,No,chalky,bread,dirt,
698,698,Duffy's,U.k.,2011,Honduras,"Indio Rojo, Xoco",72.0,3.75,3,Yes,No,No,No,Yes,No,dried fruit,grapes,sour,
699,699,Duffy's,U.k.,2011,Dominican republic,Dominican Republic,65.0,3.5,3,Yes,No,No,No,Yes,No,heavy roast,woody,berry,
700,700,Duffy's,U.k.,2011,Venezuela,Ocumare,71.0,3.5,3,Yes,No,No,No,Yes,No,intense cocoa,,,
701,701,Duffy's,U.k.,2011,Nicaragua,"Nicaliso, Xoco",71.0,3.25,3,Yes,No,No,No,Yes,No,intense,almond,coffee,
702,702,Duffy's,U.k.,2011,Panama,"Bocas del Toro, Tierra Oscura",72.0,3.0,3,Yes,No,No,No,Yes,No,licorice,leathery,,
703,703,Duffy's,U.k.,2012,Venezuela,Ocumare,72.0,3.75,3,Yes,No,No,No,Yes,No,creamy,nutty,,
704,704,Duffy's,U.k.,2014,Nicaragua,"Rico Rugoso, Xoco",76.0,3.75,4,Yes,No,Yes,No,Yes,No,black pepper,rich,intense,
705,705,Duffy's,U.k.,2014,Nicaragua,"Chuno, Xoco",70.0,3.5,4,Yes,No,Yes,No,Yes,No,sandy,full bodied,spicy,
706,706,Duffy's,U.k.,2015,Guatemala,"Rio Dulce, Xoco",70.0,4.0,4,Yes,No,Yes,No,Yes,No,intense,spicy,butterscotch,
707,707,Duffy's,U.k.,2017,Nigeria,Eti-Oni,70.0,2.75,4,Yes,No,Yes,No,Yes,No,candy like off flavor,,,
708,708,Duffy's,U.k.,2018,Guatemala,Mayan Red,80.0,3.25,4,Yes,No,Yes,No,Yes,No,intense earthy,cocoa,roasty,
709,709,Duffy's,U.k.,2019,Philippines,South Cotabato,70.0,3.5,4,Yes,No,Yes,No,Yes,No,cocoa,honey,watery,sweet
710,710,Dulcinea,U.S.A,2015,Dominican republic,"Dominican Republic, batch 1507",70.0,3.25,2,No,No,No,No,Yes,No,coarse,earthy,mild banana,
711,711,Durci,U.S.A,2015,Ecuador,Corona Arriba,70.0,4.0,3,Yes,No,No,No,Yes,No,blackberry and cinnamon,,,
712,712,Durci,U.S.A,2015,Peru,"Maranon, Joya Rara",70.0,3.5,3,Yes,No,No,No,Yes,No,sandy,orange,butterscotch,
713,713,Durci,U.S.A,2015,Venezuela,"Rio Caribe, Tepui Treasure",70.0,3.5,3,Yes,No,No,No,Yes,No,fatty,roasty,intense brownie,
714,714,Durci,U.S.A,2015,Dominican republic,Taino Secret,70.0,3.25,3,Yes,No,No,No,Yes,No,dates,acidic,rich cocoa,
715,715,Durci,U.S.A,2015,Venezuela,"Carenero, Empyrean Sabor",70.0,3.25,3,Yes,No,No,No,Yes,No,cherry,earthy,tobacco,
716,716,Durci,U.S.A,2018,Peru,Piura Blanco,70.0,4.0,3,Yes,No,No,No,Yes,No,smoth,dense,grape,
717,717,East Van Roasters,Canada,2014,Dominican republic,"Dominican Republic, batch DR113",70.0,3.75,3,Yes,No,No,No,Yes,No,spicy,cocoa,,
718,718,East Van Roasters,Canada,2014,Madagascar,"Madagascar, batch M132",70.0,3.5,3,Yes,No,No,No,Yes,No,ultra fruity,,,
719,719,East Van Roasters,Canada,2014,Peru,"Peru, batch P116",70.0,3.25,3,Yes,No,No,No,Yes,No,waxy,spicy,tobacco,
720,720,Eau de Rose,Canada,2016,Colombia,Tumaco,70.0,3.25,3,Yes,No,No,No,Yes,No,dried fruit,strong floral,,
721,721,Eau de Rose,Canada,2016,Colombia,Arauca,70.0,3.25,3,Yes,No,No,No,Yes,No,mild,dried fruit,chocolate,
722,722,Eclat (Felchlin),U.S.A,2012,Peru,"Maranon, Good & Evil, w/ nibs",72.0,2.75,3,Yes,No,No,No,Yes,No,buttery,burlap,,
723,723,Eclat (Fruition),U.S.A,2019,Peru,"NOE, nacional/criollo, batch 1",80.0,3.5,2,No,No,No,No,Yes,No,nutty,almond butter,,
724,724,Edelmond,Germany,2016,Venezuela,Porcelana,68.0,3.0,2,No,No,No,No,Yes,No,dry,gritty,cardboard,nutty
725,725,El Ceibo,Bolivia,2008,Bolivia,Alto Beni,71.0,2.75,4,Yes,No,Yes,No,Yes,No,lemon,tart,burnt,chemical
726,726,El Ceibo,Bolivia,2011,Bolivia,"Alto Beni, Covendo Region",75.0,3.75,4,Yes,No,Yes,No,Yes,No,nutty,rich,red berry,
727,727,El Rey,Venezuela,2006,Venezuela,"Carenero Superior, Gran Saman",70.0,2.75,5,Yes,Yes,Yes,No,Yes,No,gritty,chalky,earthy,sour
728,728,El Rey,Venezuela,2008,Venezuela,"Carenero Superior, Mijao",61.0,3.0,5,Yes,Yes,Yes,No,Yes,No,muted,cherry,banana,
729,729,El Rey,Venezuela,2008,Venezuela,"Carenero Superior, Apamate",74.0,2.5,5,Yes,Yes,Yes,No,Yes,No,sandy,banana,sour,
730,730,El Rey,Venezuela,2008,Venezuela,"Carenero Superior, Bucare",58.0,2.5,5,Yes,Yes,Yes,No,Yes,No,gritty,sweet,banana,smoke
731,731,El Rey,Venezuela,2009,Venezuela,"Rio Caribe, Macuro",70.0,3.0,5,Yes,Yes,Yes,No,Yes,No,sandy,bold,cherry,peanut butter
732,732,El Rey,Venezuela,2009,Venezuela,"Rio Caribe, Cariaco",60.5,2.75,5,Yes,Yes,Yes,No,Yes,No,very sweet,marshmallow,,
733,733,El Rey,Venezuela,2015,Venezuela,San Joaquin,70.0,3.75,5,Yes,Yes,Yes,No,Yes,No,spicy,caramel,vanilla,
734,734,Eldora,U.S.A,2019,Guatemala,"Polochic, batch 711",70.0,3.5,3,Yes,No,No,No,Yes,No,cocoa,fig notes,,
735,735,Emerald Estate,St. lucia,2013,St. lucia,Emerald Estate,70.0,3.25,2,No,No,No,No,Yes,No,sandy,tannic,earthy,
736,736,Emerald Estate,St. lucia,2013,St. lucia,Emerald Estate,60.0,2.75,2,No,No,No,No,Yes,No,low refinement,too sweet,,
737,737,Emily's,Japan,2015,Peru,Peru,78.0,3.5,3,Yes,No,No,No,Yes,No,brownine,nutty,,
738,738,Emily's,Japan,2015,Venezuela,Patanemo,79.0,3.0,3,Yes,No,No,No,Yes,No,coarse,woody,roasty,
739,739,Encuentro,France,2018,Haiti,Pisa w/ nibs,70.0,3.5,2,No,No,No,No,Yes,No,simple,mild cocoa,fruit,
740,740,Encuentro,France,2018,Guatemala,Asochivite,70.0,3.5,2,No,No,No,No,Yes,No,spicy,sweet,,
741,741,Encuentro,France,2018,Madagascar,Bejofo,70.0,3.5,2,No,No,No,No,Yes,No,fruity,roasty,,
742,742,Encuentro,France,2018,Dominican republic,Oko Caribe,70.0,3.25,2,No,No,No,No,Yes,No,earthy,floral,cocoa,
743,743,ENNA,U.S.A,2016,Honduras,"Wampusirpi, batch 007",75.0,3.25,2,No,No,No,No,Yes,No,carrots,heavy roast,,
744,744,ENNA,U.S.A,2018,Vietnam,"Ben Tre, batch 77",72.0,3.0,2,No,No,No,No,Yes,No,intens,brownie,spicy,metal
745,745,ENNA,U.S.A,2019,Trinidad,"Maiden Voyage Estate, Herbert Pasqual",72.0,3.5,3,Yes,No,No,No,Yes,No,muddy,rainins,nut,rubbery
746,746,ENNA,U.S.A,2019,Tanzania,Kokoa Kamili,80.0,3.0,3,Yes,No,No,No,Yes,No,fruit,dirty,,
747,747,ENNA,U.S.A,2019,Sierra leone,Gola Rainforest,70.0,2.5,3,Yes,No,No,No,Yes,No,dirty,earthy,burnt,honey
748,748,Erithaj (A. Morin),France,2014,Vietnam,Ben Tre,70.0,3.25,3,Yes,No,No,No,Yes,No,spicy,green,long,intense
749,749,Erithaj (A. Morin),France,2014,Vietnam,"Ba Lai, Mekong Delta",74.0,3.25,3,Yes,No,No,No,Yes,No,grit,smoke,wood,blackberry
750,750,Erithaj (A. Morin),France,2014,Vietnam,Ham Luong,80.0,3.0,3,Yes,No,No,No,Yes,No,mild bitter,smoke,hammy,
751,751,Escazu,U.S.A,2008,Venezuela,Ocumare,72.0,3.0,4,Yes,Yes,No,No,Yes,No,woody,cocoa,,
752,752,Escazu,U.S.A,2009,Venezuela,Carenero Superior,81.0,3.5,4,Yes,Yes,No,No,Yes,No,hazelnut,fruit,slight bitter,
753,753,Escazu,U.S.A,2009,Blend,"Carenero, Guapiles, Ocumare blend",74.0,2.75,4,Yes,Yes,No,No,Yes,No,sweet,vanilla,sticky,
754,754,Escazu,U.S.A,2009,Costa rica,Guapiles,65.0,2.0,4,Yes,Yes,No,No,Yes,No,sticky,slight plum,medicinal,
755,755,Escazu,U.S.A,2012,Venezuela,Rio Caribe,70.0,2.75,4,Yes,Yes,No,No,Yes,No,nutty,ginger,off notes,
756,756,Ethel's Artisan (Mars),U.S.A,2011,Blend,Red Vanilla,62.0,2.75,4,Yes,Yes,No,No,Yes,No,sweet,vanilla,mild banana,
757,757,Ethel's Artisan (Mars),U.S.A,2011,Blend,"Peru, Madagascar",55.0,2.5,4,Yes,Yes,No,No,Yes,No,gritty,overyly sweet,fruit punch,
758,758,Ethel's Artisan (Mars),U.S.A,2011,Trinidad,Trinidad,55.0,2.5,4,Yes,Yes,No,No,Yes,No,grits,very sweet,banana,
759,759,Ethel's Artisan (Mars),U.S.A,2011,Venezuela,Porcelana,70.0,2.5,4,Yes,Yes,No,No,Yes,No,strong vanilla,strawberry,nut,
760,760,Ethel's Artisan (Mars),U.S.A,2011,Blend,"Venezuela, Trinidad",62.0,2.5,4,Yes,Yes,No,No,Yes,No,gritty,sweet,vanilla,woody
761,761,Ethereal,U.S.A,2014,Dominican republic,Dominican Republic,80.0,3.75,3,Yes,No,No,No,Yes,No,coarse,mild bitter,raisin,
762,762,Ethereal,U.S.A,2014,Ecuador,Ecuador,80.0,3.5,3,Yes,No,No,No,Yes,No,spicy,roasty,mild bitter,
763,763,Ethereal,U.S.A,2014,Belize,Belize,80.0,3.0,3,Yes,No,No,No,Yes,No,mild fruit,earthy,,
764,764,Ethereal,U.S.A,2018,Guatemala,Guatemala,80.0,3.5,3,Yes,No,No,No,Yes,No,prominent plum note,,,
765,765,Exquisito,U.S.A,2019,Peru,"Maranon, Fortunato",73.0,3.0,3,Yes,No,No,No,Yes,No,dominated by heavy roast,,,
766,766,Fearless (AMMA),U.S.A,2010,Brazil,"Monte Alegre, D. Badaro, Raw, Organic",75.0,2.75,2,No,No,No,No,Yes,No,perfume,floral,vanilla,
767,767,Feitoria Cacao,Portugal,2016,Jamaica,Blue Mountain,76.0,3.0,2,No,No,No,No,Yes,No,roasty,spicy,nutty,
768,768,Feitoria Cacao,Portugal,2016,Belize,Maya Mountain,76.0,2.75,2,No,No,No,No,Yes,No,metallic,off notes,powdery,
769,769,Feitoria Cacao,Portugal,2016,Venezuela,Cuyagua,76.0,2.5,2,No,No,No,No,Yes,No,fatty,sandy,nutty,off notes
770,770,Felchlin,Switzerland,2006,Bolivia,"Alto Beni, Cru Savage",68.0,4.0,5,Yes,Yes,Yes,No,Yes,No,complex,raspberry,cocoa,
771,771,Felchlin,Switzerland,2006,Ecuador,Arriba,72.0,3.5,5,Yes,Yes,Yes,No,Yes,No,fatty,rich,spice,nutty
772,772,Felchlin,Switzerland,2006,Madagascar,"Madagascar, Grand Cru",64.0,3.0,5,Yes,Yes,Yes,No,Yes,No,basic cocoa,short length,,
773,773,Felchlin,Switzerland,2006,Venezuela,Maracaibo Clasificado,65.0,3.0,5,Yes,Yes,Yes,No,Yes,No,creamy,floral,complex,
774,774,Felchlin,Switzerland,2006,Dominican republic,Elvesia P.,74.0,3.0,5,Yes,Yes,Yes,No,Yes,No,creamy,roasty,cocoa,
775,775,Felchlin,Switzerland,2006,Blend,Supremo- SF,62.0,2.0,5,Yes,Yes,Yes,No,Yes,No,malitol,cocoa,,
776,776,Felchlin,Switzerland,2010,Grenada,Grenada,58.0,3.5,5,Yes,Yes,Yes,No,Yes,No,spicey,marshmallow,,
777,777,Finca,U.S.A,2014,Dominican republic,Dominican Republic,70.0,3.25,3,Yes,No,No,No,Yes,No,sandy,sweet,mild fruit,
778,778,Finca,U.S.A,2014,Dominican republic,Dominican Republic,80.0,3.0,3,Yes,No,No,No,Yes,No,molasses,licorice,bitter,
779,779,Finca,U.S.A,2014,Dominican republic,Dominican Republic,85.0,2.5,3,Yes,No,No,No,Yes,No,intense,molasses,bitter,
780,780,Finca,U.S.A,2014,Puerto rico,Puerto Rico,65.0,2.25,3,Yes,No,No,No,Yes,No,intense,molasses,sweet,
781,781,Finnia,Canada,2020,Blend,"Ucayali (Peru), Papua New G., Tabasco (Mexico)",70.0,3.25,3,Yes,No,No,No,Yes,No,fruit,cocoa,fatty,
782,782,Finnia,Canada,2020,Mexico,Mexico,70.0,3.0,3,Yes,No,No,No,Yes,No,banana,bland,sour,off
